per Round, AccumReward,
1326, -97.017626,
1327, 30.534529,
1328, 44.413291,
1329, 52.414340,
1330, 117.400000,
1331, 61.410086,
1332, -59.239345,
1333, -139.680675,
1334, -138.092281,
1335, -66.266810,
1336, -41.360648,
1337, 63.784860,
1338, -16.000000,
1339, -26.000000,
1340, 96.878713,
1341, 87.604258,
1342, -64.960044,
1343, 140.869679,
1344, 107.080237,
1345, -72.029899,
1346, 104.200000,
1347, 42.094422,
1348, 46.524403,
1349, 115.107269,
1350, -222.400000,
1351, -38.000000,
1352, -128.624695,
1353, 32.862580,
1354, -23.000000,
1355, -73.369126,
1356, 36.483336,
1357, 50.525577,
1358, -129.329378,
1359, -44.136501,
1360, -93.094677,
1361, 131.253307,
1362, -19.836233,
1363, 107.830578,
1364, 127.000000,
1365, -73.400000,
1366, 130.514897,
1367, 120.518982,
1368, -64.600000,
1369, 115.818476,
1370, 121.200000,
1371, -104.521627,
1372, 27.200000,
1373, -55.000000,
1374, -87.588902,
1375, 74.800000,
1376, -15.810708,
1377, -92.655840,
1378, 65.352100,
1379, 30.800000,
1380, -204.607365,
1381, -85.279522,
1382, 48.800000,
1383, 63.394299,
1384, -121.058449,
1385, -46.297227,
1386, 94.600000,
1387, -107.357586,
1388, 104.732309,
1389, -111.456946,
1390, 31.335418,
1391, -99.962684,
1392, -68.172933,
1393, -158.168652,
1394, 142.600000,
1395, -82.736515,
1396, -27.572412,
1397, 119.867696,
1398, -120.559171,
1399, -64.615010,
1400, 88.616494,
1401, -43.280485,
1402, -91.546432,
1403, -114.167958,
1404, 134.345796,
1405, 64.015368,
1406, 58.441982,
1407, -48.600000,
1408, 47.734076,
1409, -108.297815,
1410, 55.400702,
1411, -102.301588,
1412, 115.980446,
1413, 135.688587,
1414, -86.263649,
1415, 102.800000,
1416, 69.002465,
1417, -105.344486,
1418, -91.102550,
1419, 64.872029,
1420, -124.928797,
1421, 61.974613,
1422, 110.400000,
1423, -29.105677,
1424, 47.876428,
1425, 80.723767,
1426, -158.164826,
1427, -92.651134,
1428, -114.013883,
1429, -81.591354,
1430, -98.908948,
1431, -13.034633,
1432, -86.286535,
1433, 22.670825,
1434, -45.600000,
1435, -72.471045,
1436, -131.158871,
1437, -287.904206,
1438, 36.969629,
1439, -95.850382,
1440, -70.754088,
1441, -41.474529,
1442, -288.465805,
1443, -72.121661,
1444, -90.001408,
1445, 105.883906,
1446, 64.920620,
1447, 119.639231,
1448, 64.297989,
1449, -64.179910,
1450, 98.252280,
1451, -195.027628,
1452, 52.243055,
1453, -45.544159,
1454, 16.046708,
1455, 82.847723,
1456, -92.007460,
1457, 46.270758,
1458, -158.958607,
1459, -124.667704,
1460, 16.904617,
1461, 77.174449,
1462, -77.432980,
1463, -162.870378,
1464, -96.164143,
1465, 52.541909,
1466, 1.105095,
1467, -102.892751,
1468, 108.800000,
1469, -124.915977,
1470, 100.555771,
1471, 90.465559,
1472, 99.550482,
1473, -129.035802,
1474, 95.958693,
1475, -113.005827,
1476, -177.046036,
1477, -91.918118,
1478, -96.404853,
1479, -87.258962,
1480, 100.531406,
1481, -106.054002,
1482, -98.958066,
1483, -33.961729,
1484, 78.725889,
1485, -66.907416,
1486, -102.329531,
1487, 87.488818,
1488, -102.211667,
1489, -83.809636,
1490, -46.061469,
1491, 82.881440,
1492, 66.000000,
1493, -87.857766,
1494, -97.285736,
